date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2024-01-30,71,91,83,525929,15
2024-01-31,83,92,86,526694,13
2024-02-01,167,132,126,541889,21
2024-02-02,158,141,134,835762,27
2024-02-03,70,145,137,951099,28
2024-02-04,3,65,64,367107,1
2024-02-05,41,64,64,365774,8
2024-02-06,52,69,69,389695,11
2024-02-07,74,129,124,694421,8
2024-02-08,199,92,90,513311,22
2024-02-09,248,139,138,817604,24
2024-02-10,569,309,230,1908353,155
2024-02-11,150,214,181,1329117,19
2024-02-12,25,92,92,521239,6
2024-02-13,113,138,128,735342,12
2024-02-14,11,55,55,303140,1
2024-02-15,43,55,55,303636,5
2024-02-16,49,83,79,474445,7
2024-02-17,49,80,75,461049,14
2024-02-18,9,55,55,300789,1
2024-02-19,31,60,58,329555,6
2024-02-20,50,58,56,324347,7
2024-02-21,79,76,76,404087,8
2024-02-22,103,116,111,651302,15
2024-02-23,179,98,91,552543,28
2024-02-24,227,109,76,673087,52
2024-02-25,6,33,23,195339,1
2024-02-26,109,75,75,25859,8
2024-02-27,23,3,3,15292,3
2024-02-28,233,107,107,565683,6
2024-02-29,90,64,62,331267,11
2024-03-01,0,0,0,0,0
2024-03-02,0,0,0,0,0
2024-03-03,0,0,0,0,0
2024-03-04,0,0,0,0,0
2024-03-05,0,0,0,0,0
2024-03-06,0,0,0,0,0
2024-03-07,0,0,0,0,0
2024-03-08,0,0,0,0,0
2024-03-09,0,0,0,0,0
2024-03-10,0,0,0,0,0
2024-03-11,0,0,0,0,0
2024-03-12,0,0,0,0,0
2024-03-13,0,0,0,0,0
2024-03-14,0,0,0,0,0
2024-03-15,0,0,0,0,0
2024-03-16,0,0,0,0,0
2024-03-17,0,0,0,0,0
2024-03-18,0,0,0,0,0
2024-03-19,0,0,0,0,0
2024-03-20,0,0,0,0,0
2024-03-21,0,0,0,0,0
2024-03-22,0,0,0,0,0
2024-03-23,0,0,0,0,0
2024-03-24,0,0,0,0,0
2024-03-25,0,0,0,0,0
2024-03-26,0,0,0,0,0
2024-03-27,0,0,0,0,0
2024-03-28,0,0,0,0,0
2024-03-29,0,0,0,0,0
2024-03-30,0,0,0,0,0
2024-03-31,0,0,0,0,0
2024-04-01,0,0,0,0,0
2024-04-02,0,0,0,0,0
2024-04-03,0,0,0,0,0
2024-04-04,0,0,0,0,0
2024-04-05,0,0,0,0,0
2024-04-06,0,0,0,0,0
2024-04-07,0,0,0,0,0
2024-04-08,0,0,0,0,0
2024-04-09,0,0,0,0,0
2024-04-10,0,0,0,0,0
2024-04-11,0,0,0,0,0
2024-04-12,0,0,0,0,0
2024-04-13,0,0,0,0,0
2024-04-14,0,0,0,0,0
2024-04-15,0,0,0,0,0
2024-04-16,0,0,0,0,0
2024-04-17,0,0,0,0,0
2024-04-18,0,0,0,0,0
2024-04-19,0,0,0,0,0
2024-04-20,0,0,0,0,0
2024-04-21,0,0,0,0,0
2024-04-22,0,0,0,0,0
2024-04-23,0,0,0,0,0
2024-04-24,0,0,0,0,0
2024-04-25,0,0,0,0,0
2024-04-26,0,0,0,0,0
2024-04-27,0,0,0,0,0
2024-04-28,0,0,0,0,0
